url_path,views_total,views_unique
/gitblit-org/gitblit,167,126
/gitblit-org/gitblit/releases,56,46
/gitblit-org/gitblit/tree/master/src,42,16
/gitblit-org/gitblit/issues/461,38,31
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/models/RepositoryModel.java,32,5
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,27,5
/gitblit-org/gitblit/releases/tag/v1.9.3,23,17
/gitblit-org/gitblit/issues,21,12
/gitblit-org/gitblit/tree/master/src/main,19,8
/gitblit-org/gitblit/issues/495,14,11
