url_path,views_total,views_unique
/gitblit-org/gitblit,166,131
/gitblit-org/gitblit/tree/master/src,65,25
/gitblit-org/gitblit/releases,55,43
/gitblit-org/gitblit/tree/master/src/main,40,13
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,37,7
/gitblit-org/gitblit/issues/461,35,32
/gitblit-org/gitblit/releases/tag/v1.9.3,32,24
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/models/RepositoryModel.java,30,5
/gitblit-org/gitblit/issues,23,14
/gitblit-org/gitblit/tree/master/src/main/java,23,10
