referrer,views_total,views_unique
Google,392,136
github.com,237,29
gitblit.com,214,52
Bing,26,14
cn.bing.com,26,9
Baidu,14,5
yandex.ru,12,11
quora.com,9,1
habr.com,5,1
cnblogs.com,5,1
