referrer,views_total,views_unique
Google,393,243
gitblit-org.github.io,245,65
DuckDuckGo,108,86
github.com,94,32
Bing,67,51
cn.bing.com,27,22
Baidu,25,18
yandex.ru,22,20
link.csdn.net,20,11
search.brave.com,12,7
