referrer,views_total,views_unique
Google,202,117
gitblit.com,196,51
github.com,48,20
cn.bing.com,23,13
yandex.ru,14,14
Bing,11,8
chatgpt.com,7,3
link.zhihu.com,6,2
Baidu,3,3
groups.google.com,3,2
