time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-31 00:00:00+00:00,5.0,4.0,53,26
2024-11-01 00:00:00+00:00,2.0,2.0,87,31
2024-11-02 00:00:00+00:00,4.0,2.0,31,18
2024-11-03 00:00:00+00:00,,,9,5
2024-11-04 00:00:00+00:00,2.0,2.0,71,23
2024-11-05 00:00:00+00:00,9.0,2.0,123,31
2024-11-06 00:00:00+00:00,5.0,5.0,172,37
2024-11-07 00:00:00+00:00,3.0,3.0,58,31
2024-11-08 00:00:00+00:00,1.0,1.0,39,22
2024-11-09 00:00:00+00:00,2.0,2.0,48,27
2024-11-10 00:00:00+00:00,,,85,20
2024-11-11 00:00:00+00:00,4.0,4.0,35,30
2024-11-12 00:00:00+00:00,8.0,8.0,43,38
2024-11-13 00:00:00+00:00,2.0,1.0,92,43
2024-11-14 00:00:00+00:00,,,1,1
