url_path,views_total,views_unique
/gitblit-org/gitblit,196,138
/gitblit-org/gitblit/tree/master/src,65,22
/gitblit-org/gitblit/tree/master/src/main,48,16
/gitblit-org/gitblit/tree/master/src/main/java,47,12
/gitblit-org/gitblit/releases,37,33
/gitblit-org/gitblit/issues,36,20
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,36,11
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/utils/JGitUtils.java,34,6
/gitblit-org/gitblit/issues/461,33,31
/gitblit-org/gitblit/commits/master,29,4
