url_path,views_total,views_unique
/gitblit-org/gitblit,434,255
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,296,43
/gitblit-org/gitblit/issues/1384,268,247
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,219,28
/gitblit-org/gitblit/tree/master/src/main/java,176,59
/gitblit-org/gitblit/tree/master/src/main,119,41
/gitblit-org/gitblit/tree/master/src,117,44
/gitblit-org/gitblit/releases,90,61
/gitblit-org/gitblit/issues,85,36
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/models,85,13
