referrer,views_total,views_unique
gitblit.com,380,56
Google,201,113
github.com,79,18
cn.bing.com,50,10
developer.aliyun.com,36,1
Bing,12,8
yandex.ru,12,7
Baidu,6,6
stackoverflow.com,4,3
cloud.tencent.com,4,1
