referrer,views_total,views_unique
Google,574,295
gitblit.com,238,72
github.com,186,50
DuckDuckGo,27,13
Bing,26,21
ecosia.org,20,3
yandex.ru,19,9
cn.bing.com,12,10
gitee.com,11,3
Baidu,5,3
