url_path,views_total,views_unique
/gitblit-org/gitblit,300,189
/gitblit-org/gitblit/tree/master/src,120,36
/gitblit-org/gitblit/tree/master/src/main,94,28
/gitblit-org/gitblit/releases,80,48
/gitblit-org/gitblit/issues/461,75,69
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,65,16
/gitblit-org/gitblit/issues,60,34
/gitblit-org/gitblit/tree/master/src/main/java,51,17
/gitblit-org/gitblit/releases/tag/v1.9.3,41,33
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/GitBlitServer.java,32,3
