referrer,views_total,views_unique
Google,164,105
gitblit.com,119,46
github.com,77,15
Bing,18,12
yandex.ru,17,16
cn.bing.com,16,10
Baidu,7,4
edgeservices.bing.com,6,1
DuckDuckGo,4,4
ya.ru,3,3
