url_path,views_total,views_unique
/gitblit-org/gitblit,374,228
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,316,53
/gitblit-org/gitblit/issues/1384,273,236
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/auth,268,35
/gitblit-org/gitblit/tree/master/src/main/java,182,62
/gitblit-org/gitblit/tree/master/src/main,111,46
/gitblit-org/gitblit/tree/master/src,106,44
/gitblit-org/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,103,26
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/models,95,19
/gitblit-org/gitblit/releases,75,55
