referrer,views_total,views_unique
gitblit.com,60,23
github.com,37,26
Google,19,12
Bing,6,6
Baidu,3,3
stackoverflow.com,2,2
superstart.se,2,1
DuckDuckGo,1,1
doubao.com,1,1
github.xubaoge.com,1,1
