url_path,views_total,views_unique
/gitblit-org/gitblit,201,159
/gitblit-org/gitblit/tree/master/src/main,105,20
/gitblit-org/gitblit/tree/master/src/main/java,86,17
/gitblit-org/gitblit/tree/master/src,76,24
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,69,16
/gitblit-org/gitblit/releases,43,36
/gitblit-org/gitblit/issues,38,26
/gitblit-org/gitblit/issues/461,37,27
/gitblit-org/gitblit/tree/master/src/main/resources,20,3
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/git,18,7
