referrer,views_total,views_unique
Google,349,159
gitblit.com,328,53
github.com,128,18
statics.teams.cdn.office.net,42,1
Bing,28,13
cn.bing.com,19,15
Baidu,9,8
ya.ru,4,4
stackoverflow.com,4,3
groups.google.com,4,3
