referrer,views_total,views_unique
gitblit.com,183,40
Google,153,65
github.com,28,15
Baidu,15,8
yandex.ru,15,7
DuckDuckGo,14,1
cn.bing.com,12,8
chatgpt.com,7,1
Bing,6,5
ya.ru,3,3
