referrer,views_total,views_unique
Google,299,178
gitblit.com,167,52
github.com,76,29
DuckDuckGo,23,22
Bing,21,19
yandex.ru,12,12
sourceforge.net,12,1
cnblogs.com,11,5
Baidu,6,5
gitee.com,5,2
