url_path,views_total,views_unique
/gitblit-org/gitblit,128,97
/gitblit-org/gitblit/releases,50,30
/gitblit-org/gitblit/issues/461,48,44
/gitblit-org/gitblit/tree/master/src,35,15
/gitblit-org/gitblit/tree/master/src/main,33,11
/gitblit-org/gitblit/tree/master/src/main/java,22,11
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit,16,5
/gitblit-org/gitblit/blob/master/src/main/distrib/data/groovy/jenkins.groovy,14,4
/gitblit-org/gitblit/tree/master/src/main/java/com/gitblit/git,12,2
/gitblit-org/gitblit/issues/1423,11,9
