referrer,views_total,views_unique
Google,258,122
gitblit.com,122,48
github.com,33,14
cn.bing.com,25,12
Bing,21,11
DuckDuckGo,19,6
Baidu,15,11
yandex.ru,9,8
blog.51cto.com,4,2
ya.ru,3,3
