time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-21 00:00:00+00:00,1,1,,
2025-07-23 00:00:00+00:00,1,1,,
2025-07-31 00:00:00+00:00,1,1,,
2025-08-02 00:00:00+00:00,1,1,3.0,1.0
