time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,,,7,2
2025-07-11 00:00:00+00:00,,,5,1
2025-07-14 00:00:00+00:00,1.0,1.0,7,1
