url_path,views_total,views_unique
/gitblit-org/gitblit-maven,6,3
/gitblit-org/gitblit-maven/tree/gh-pages/com,3,3
/gitblit-org/gitblit-maven/tree/gh-pages/com/gitblit,2,2
/gitblit-org/gitblit-maven/tree/gh-pages/com/gitblit/gbapi,2,2
/gitblit-org/gitblit-maven/tree/gh-pages/com/gitblit/gbapi/1.10.0,2,2
/gitblit-org/gitblit-maven/tree/gh-pages/com/google/inject/extensions/guice-servlet,2,2
/gitblit-org/gitblit-maven/tree/gh-pages/com/gitblit/gitblit,1,1
/gitblit-org/gitblit-maven/tree/gh-pages/com/google/inject/extensions/guice-servlet/4.0-gb1,1,1
