time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-13 00:00:00+00:00,4,2,160,87
2022-04-14 00:00:00+00:00,1,1,140,77
2022-04-15 00:00:00+00:00,1,1,172,65
2022-04-16 00:00:00+00:00,3,3,69,38
2022-04-17 00:00:00+00:00,4,2,102,34
2022-04-18 00:00:00+00:00,1,1,113,65
2022-04-19 00:00:00+00:00,3,3,168,79
2022-04-20 00:00:00+00:00,3,3,417,259
2022-04-21 00:00:00+00:00,1,1,367,260
2022-04-22 00:00:00+00:00,1,1,252,108
2022-04-23 00:00:00+00:00,4,4,98,44
2022-04-24 00:00:00+00:00,11,5,142,44
2022-04-25 00:00:00+00:00,1,1,234,108
2022-04-26 00:00:00+00:00,4,4,257,109
