referrer,views_total,views_unique
Google,531,260
gitblit.github.io,283,89
github.com,276,69
DuckDuckGo,116,95
Bing,29,27
Baidu,24,18
cn.bing.com,23,18
ecosia.org,15,4
yandex.ru,14,14
stackoverflow.com,13,12
