referrer,views_total,views_unique
gitblit.github.io,485,135
Google,481,263
github.com,312,93
DuckDuckGo,55,49
Bing,34,24
Baidu,34,22
gitblit.com,16,7
yandex.ru,15,15
stackoverflow.com,15,10
cn.bing.com,12,11
