referrer,views_total,views_unique
Google,403,240
gitblit.github.io,338,86
github.com,229,64
DuckDuckGo,223,207
Bing,75,63
cn.bing.com,56,30
Baidu,22,17
gitblit.com,17,7
ecosia.org,16,12
v2ex.com,14,14
