referrer,views_total,views_unique
Google,461,242
gitblit.github.io,437,98
DuckDuckGo,262,231
github.com,216,64
Bing,74,65
cn.bing.com,59,32
Baidu,39,21
yandex.ru,23,20
ecosia.org,20,15
gitblit.com,19,8
