time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-07 00:00:00+00:00,3.0,3.0,180,97
2022-06-08 00:00:00+00:00,3.0,2.0,235,91
2022-06-09 00:00:00+00:00,2.0,2.0,161,78
2022-06-10 00:00:00+00:00,2.0,2.0,156,85
2022-06-11 00:00:00+00:00,7.0,3.0,141,31
2022-06-12 00:00:00+00:00,1.0,1.0,44,32
2022-06-13 00:00:00+00:00,1.0,1.0,158,82
2022-06-14 00:00:00+00:00,1.0,1.0,115,89
2022-06-15 00:00:00+00:00,3.0,3.0,171,84
2022-06-16 00:00:00+00:00,2.0,1.0,198,74
2022-06-17 00:00:00+00:00,,,190,88
2022-06-18 00:00:00+00:00,4.0,1.0,40,33
2022-06-19 00:00:00+00:00,7.0,1.0,103,33
2022-06-20 00:00:00+00:00,8.0,4.0,230,92
