referrer,views_total,views_unique
Google,393,237
gitblit.github.io,233,62
DuckDuckGo,105,83
github.com,93,32
Bing,60,45
cn.bing.com,27,22
Baidu,25,18
yandex.ru,19,17
link.csdn.net,16,10
search.brave.com,11,6
