referrer,views_total,views_unique
Google,507,257
gitblit.github.io,381,102
DuckDuckGo,275,240
github.com,213,70
Bing,99,91
cn.bing.com,69,35
yandex.ru,45,37
Baidu,28,20
nvd.nist.gov,16,8
cve.mitre.org,13,8
