referrer,views_total,views_unique
Google,430,250
v2ex.com,423,329
gitblit.github.io,366,112
github.com,234,74
DuckDuckGo,193,159
Bing,91,66
cn.bing.com,36,26
gitblit.com,29,8
Baidu,25,23
yandex.ru,14,13
