url_path,views_total,views_unique
/gitblit/gitblit,283,190
/gitblit/gitblit/issues/1384,271,228
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,162,40
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,127,26
/gitblit/gitblit/tree/master/src/main/java,101,47
/gitblit/gitblit/tree/master/src/main,74,39
/gitblit/gitblit/issues,67,32
/gitblit/gitblit/tree/master/src,63,38
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,61,17
/gitblit/gitblit/releases,58,46
