referrer,views_total,views_unique
Google,373,214
gitblit.github.io,194,70
DuckDuckGo,136,106
github.com,133,36
Bing,84,66
yandex.ru,30,26
cn.bing.com,28,25
Baidu,28,22
link.csdn.net,13,7
search.brave.com,10,5
