referrer,views_total,views_unique
Google,1821,207
gitblit.github.io,327,84
github.com,158,40
DuckDuckGo,124,110
Bing,70,62
cn.bing.com,59,36
Baidu,27,14
quora.com,26,2
yandex.ru,21,21
gitblit.com,12,6
