referrer,views_total,views_unique
Google,441,236
gitblit.github.io,306,89
github.com,216,61
DuckDuckGo,90,78
Bing,30,27
Baidu,22,17
cn.bing.com,20,18
stackoverflow.com,16,11
gitblit.com,15,6
yandex.ru,13,12
