time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-18 00:00:00+00:00,3,3,69,22
2021-12-19 00:00:00+00:00,1,1,79,20
2021-12-20 00:00:00+00:00,2,2,168,58
2021-12-21 00:00:00+00:00,5,5,89,43
2021-12-22 00:00:00+00:00,2,2,163,54
2021-12-23 00:00:00+00:00,1,1,122,29
2021-12-24 00:00:00+00:00,4,4,91,37
2021-12-25 00:00:00+00:00,3,2,36,15
2021-12-26 00:00:00+00:00,2,2,55,13
2021-12-27 00:00:00+00:00,1,1,101,42
2021-12-28 00:00:00+00:00,4,3,141,47
2021-12-29 00:00:00+00:00,6,5,93,36
2021-12-30 00:00:00+00:00,3,3,68,47
2021-12-31 00:00:00+00:00,5,3,77,25
