referrer,views_total,views_unique
gitblit.github.io,413,68
Google,297,174
github.com,187,49
DuckDuckGo,117,103
Bing,76,67
cn.bing.com,49,32
groups.google.com,34,1
yandex.ru,24,21
gitee.com,18,3
Baidu,13,11
