time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-13 00:00:00+00:00,5.0,5.0,90,46
2022-01-14 00:00:00+00:00,,,100,54
2022-01-15 00:00:00+00:00,16.0,7.0,64,15
2022-01-16 00:00:00+00:00,1.0,1.0,36,18
2022-01-17 00:00:00+00:00,8.0,7.0,152,52
2022-01-18 00:00:00+00:00,2.0,2.0,227,51
2022-01-19 00:00:00+00:00,2.0,2.0,118,55
2022-01-20 00:00:00+00:00,2.0,2.0,178,57
2022-01-21 00:00:00+00:00,3.0,3.0,90,46
2022-01-22 00:00:00+00:00,1.0,1.0,31,22
2022-01-23 00:00:00+00:00,2.0,2.0,30,19
2022-01-24 00:00:00+00:00,3.0,3.0,137,48
2022-01-25 00:00:00+00:00,4.0,4.0,107,55
2022-01-26 00:00:00+00:00,4.0,4.0,152,37
2022-01-27 00:00:00+00:00,,,13,1
