time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-05 00:00:00+00:00,4.0,3.0,146,57
2022-01-06 00:00:00+00:00,6.0,4.0,154,39
2022-01-07 00:00:00+00:00,3.0,2.0,70,39
2022-01-08 00:00:00+00:00,3.0,3.0,46,12
2022-01-09 00:00:00+00:00,3.0,3.0,62,20
2022-01-10 00:00:00+00:00,2.0,1.0,106,49
2022-01-11 00:00:00+00:00,3.0,3.0,187,66
2022-01-12 00:00:00+00:00,1.0,1.0,140,51
2022-01-13 00:00:00+00:00,5.0,5.0,93,48
2022-01-14 00:00:00+00:00,,,100,54
2022-01-15 00:00:00+00:00,16.0,7.0,64,15
2022-01-16 00:00:00+00:00,1.0,1.0,36,18
2022-01-17 00:00:00+00:00,8.0,7.0,152,52
2022-01-18 00:00:00+00:00,2.0,2.0,227,51
