time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-20 00:00:00+00:00,,,79,26
2021-11-21 00:00:00+00:00,4.0,4.0,107,30
2021-11-22 00:00:00+00:00,3.0,3.0,122,74
2021-11-23 00:00:00+00:00,1.0,1.0,200,58
2021-11-24 00:00:00+00:00,4.0,4.0,266,62
2021-11-25 00:00:00+00:00,11.0,5.0,197,54
2021-11-26 00:00:00+00:00,2.0,2.0,222,54
2021-11-27 00:00:00+00:00,1.0,1.0,57,29
2021-11-28 00:00:00+00:00,3.0,3.0,46,24
2021-11-29 00:00:00+00:00,2.0,2.0,171,51
2021-11-30 00:00:00+00:00,4.0,4.0,142,64
2021-12-01 00:00:00+00:00,3.0,3.0,132,54
2021-12-02 00:00:00+00:00,20.0,8.0,167,61
2021-12-03 00:00:00+00:00,6.0,4.0,101,40
