referrer,views_total,views_unique
Google,378,217
github.com,207,47
gitblit.github.io,160,48
DuckDuckGo,64,57
Bing,40,30
yandex.ru,24,20
cn.bing.com,17,8
gitblit.com,14,3
Baidu,10,8
link.csdn.net,9,8
