time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-18 00:00:00+00:00,,,291,106
2022-05-19 00:00:00+00:00,3.0,2.0,201,113
2022-05-20 00:00:00+00:00,2.0,2.0,153,89
2022-05-21 00:00:00+00:00,2.0,2.0,110,48
2022-05-22 00:00:00+00:00,6.0,6.0,124,59
2022-05-23 00:00:00+00:00,3.0,3.0,345,128
2022-05-24 00:00:00+00:00,2.0,1.0,237,115
2022-05-25 00:00:00+00:00,1.0,1.0,289,112
2022-05-26 00:00:00+00:00,9.0,5.0,151,63
2022-05-27 00:00:00+00:00,12.0,7.0,191,86
2022-05-28 00:00:00+00:00,5.0,4.0,57,29
2022-05-29 00:00:00+00:00,2.0,2.0,62,32
2022-05-30 00:00:00+00:00,5.0,5.0,176,85
2022-05-31 00:00:00+00:00,3.0,3.0,163,83
