referrer,views_total,views_unique
Google,493,273
github.com,254,68
gitblit.github.io,231,78
DuckDuckGo,129,105
Bing,33,29
Baidu,20,15
cn.bing.com,19,12
yandex.ru,15,14
ecosia.org,15,5
gitblit.com,9,6
