referrer,views_total,views_unique
gitblit.github.io,761,214
Google,547,331
github.com,537,133
Baidu,45,32
DuckDuckGo,44,37
Bing,33,26
zerobox.org,23,15
cn.bing.com,21,12
gitblit.com,19,10
yandex.ru,16,15
