url_path,views_total,views_unique
/gitblit/gitblit,391,232
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,339,53
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,288,38
/gitblit/gitblit/issues/1384,257,231
/gitblit/gitblit/tree/master/src/main/java,200,62
/gitblit/gitblit/tree/master/src/main,119,44
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,111,26
/gitblit/gitblit/tree/master/src,109,43
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/models,96,20
/gitblit/gitblit/releases,72,52
