time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-01 00:00:00+00:00,5,5,140,65
2022-03-02 00:00:00+00:00,2,2,217,87
2022-03-03 00:00:00+00:00,5,5,207,83
2022-03-04 00:00:00+00:00,6,6,240,100
2022-03-05 00:00:00+00:00,3,2,114,44
2022-03-06 00:00:00+00:00,2,2,66,36
2022-03-07 00:00:00+00:00,4,4,132,87
2022-03-08 00:00:00+00:00,5,1,145,76
2022-03-09 00:00:00+00:00,6,6,180,93
2022-03-10 00:00:00+00:00,1,1,186,86
2022-03-11 00:00:00+00:00,6,6,194,72
2022-03-12 00:00:00+00:00,6,4,95,50
2022-03-13 00:00:00+00:00,11,1,81,33
2022-03-14 00:00:00+00:00,23,7,205,111
