time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-12 00:00:00+00:00,,,31.0,29.0
2022-06-13 00:00:00+00:00,1.0,1.0,158.0,82.0
2022-06-14 00:00:00+00:00,1.0,1.0,115.0,89.0
2022-06-15 00:00:00+00:00,3.0,3.0,171.0,84.0
2022-06-16 00:00:00+00:00,2.0,1.0,198.0,74.0
2022-06-17 00:00:00+00:00,,,190.0,88.0
2022-06-18 00:00:00+00:00,4.0,1.0,40.0,33.0
2022-06-19 00:00:00+00:00,7.0,1.0,103.0,33.0
2022-06-20 00:00:00+00:00,8.0,4.0,230.0,92.0
2022-06-21 00:00:00+00:00,2.0,2.0,276.0,110.0
2022-06-22 00:00:00+00:00,4.0,4.0,170.0,82.0
2022-06-23 00:00:00+00:00,5.0,5.0,235.0,97.0
2022-06-24 00:00:00+00:00,7.0,6.0,257.0,76.0
2022-06-25 00:00:00+00:00,9.0,4.0,76.0,36.0
2022-06-26 00:00:00+00:00,2.0,1.0,,
