referrer,views_total,views_unique
Google,410,218
gitblit.github.io,315,77
github.com,235,67
DuckDuckGo,160,136
Bing,71,59
cn.bing.com,34,19
Baidu,28,17
yandex.ru,17,15
ecosia.org,12,9
gitblit.com,12,6
