referrer,views_total,views_unique
Google,471,234
gitblit.github.io,400,87
github.com,255,83
DuckDuckGo,176,150
Bing,71,60
Baidu,33,21
cn.bing.com,28,18
yandex.ru,23,21
ecosia.org,15,13
gitblit.com,13,7
