time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-06 00:00:00+00:00,11.0,4.0,152,20
2022-11-07 00:00:00+00:00,4.0,4.0,106,56
2022-11-08 00:00:00+00:00,11.0,8.0,121,63
2022-11-09 00:00:00+00:00,10.0,10.0,253,74
2022-11-10 00:00:00+00:00,11.0,7.0,216,79
2022-11-11 00:00:00+00:00,6.0,5.0,233,65
2022-11-12 00:00:00+00:00,6.0,3.0,65,22
2022-11-13 00:00:00+00:00,2.0,1.0,54,19
2022-11-14 00:00:00+00:00,103.0,7.0,110,60
2022-11-15 00:00:00+00:00,452.0,5.0,169,67
2022-11-16 00:00:00+00:00,8.0,7.0,107,58
2022-11-17 00:00:00+00:00,2.0,2.0,198,81
2022-11-18 00:00:00+00:00,10.0,9.0,183,68
2022-11-19 00:00:00+00:00,1.0,1.0,109,31
2022-11-20 00:00:00+00:00,,,2,2
