time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-07 00:00:00+00:00,2,2,111,81
2022-03-08 00:00:00+00:00,5,1,145,76
2022-03-09 00:00:00+00:00,6,6,180,93
2022-03-10 00:00:00+00:00,1,1,186,86
2022-03-11 00:00:00+00:00,6,6,194,72
2022-03-12 00:00:00+00:00,6,4,95,50
2022-03-13 00:00:00+00:00,11,1,81,33
2022-03-14 00:00:00+00:00,23,7,205,111
2022-03-15 00:00:00+00:00,5,4,280,103
2022-03-16 00:00:00+00:00,7,6,239,101
2022-03-17 00:00:00+00:00,3,3,204,88
2022-03-18 00:00:00+00:00,2,2,190,85
2022-03-19 00:00:00+00:00,3,3,55,30
2022-03-20 00:00:00+00:00,5,5,73,40
