time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-28 00:00:00+00:00,4,4,158,61
2022-10-29 00:00:00+00:00,7,4,53,26
2022-10-30 00:00:00+00:00,9,3,103,34
2022-10-31 00:00:00+00:00,29,4,165,80
2022-11-01 00:00:00+00:00,13,4,287,74
2022-11-02 00:00:00+00:00,7,6,117,66
2022-11-03 00:00:00+00:00,7,7,149,69
2022-11-04 00:00:00+00:00,4,2,78,44
2022-11-05 00:00:00+00:00,6,3,55,28
2022-11-06 00:00:00+00:00,13,6,163,24
2022-11-07 00:00:00+00:00,4,4,106,56
2022-11-08 00:00:00+00:00,11,8,121,63
2022-11-09 00:00:00+00:00,10,10,253,74
2022-11-10 00:00:00+00:00,11,7,216,79
