referrer,views_total,views_unique
Google,427,265
v2ex.com,423,329
gitblit.github.io,393,110
github.com,270,76
DuckDuckGo,232,204
Bing,100,75
cn.bing.com,68,39
Baidu,27,22
yandex.ru,18,16
gitblit.com,17,5
