time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-03 00:00:00+00:00,4,4,216,91
2022-08-04 00:00:00+00:00,7,7,162,93
2022-08-05 00:00:00+00:00,2,2,138,68
2022-08-06 00:00:00+00:00,7,5,67,34
2022-08-07 00:00:00+00:00,11,4,75,30
2022-08-08 00:00:00+00:00,5,5,146,82
2022-08-09 00:00:00+00:00,3,3,206,76
2022-08-10 00:00:00+00:00,4,4,182,76
2022-08-11 00:00:00+00:00,3,3,235,73
2022-08-12 00:00:00+00:00,4,4,225,56
2022-08-13 00:00:00+00:00,3,2,47,33
2022-08-14 00:00:00+00:00,11,6,84,25
2022-08-15 00:00:00+00:00,3,3,98,55
2022-08-16 00:00:00+00:00,3,3,181,81
