time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-05 00:00:00+00:00,4.0,4.0,215,60
2022-07-06 00:00:00+00:00,4.0,3.0,198,84
2022-07-07 00:00:00+00:00,4.0,4.0,158,91
2022-07-08 00:00:00+00:00,3.0,3.0,102,69
2022-07-09 00:00:00+00:00,7.0,4.0,63,36
2022-07-10 00:00:00+00:00,2.0,2.0,25,18
2022-07-11 00:00:00+00:00,5.0,4.0,139,74
2022-07-12 00:00:00+00:00,3.0,3.0,139,72
2022-07-13 00:00:00+00:00,4.0,4.0,185,77
2022-07-14 00:00:00+00:00,3.0,3.0,207,63
2022-07-15 00:00:00+00:00,3.0,3.0,126,48
2022-07-16 00:00:00+00:00,7.0,4.0,93,20
2022-07-17 00:00:00+00:00,,,28,13
2022-07-18 00:00:00+00:00,3.0,3.0,158,71
