referrer,views_total,views_unique
Google,347,191
gitblit.github.io,219,71
github.com,201,68
DuckDuckGo,150,120
Bing,92,76
cn.bing.com,50,36
yandex.ru,27,22
gitee.com,24,8
gitblit.com,23,4
Baidu,18,10
