referrer,views_total,views_unique
Google,674,272
gitblit.github.io,511,101
github.com,311,79
DuckDuckGo,32,16
Bing,24,18
gitblit.com,18,7
Baidu,17,7
cnblogs.com,12,6
yandex.ru,11,10
ecosia.org,6,3
