url_path,views_total,views_unique
/gitblit/gitblit,331,218
/gitblit/gitblit/issues/1384,304,254
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,255,46
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,201,32
/gitblit/gitblit/tree/master/src/main/java,134,54
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/models,93,18
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,92,23
/gitblit/gitblit/releases,78,59
/gitblit/gitblit/tree/master/src/main,78,37
/gitblit/gitblit/tree/master/src,70,38
