url_path,views_total,views_unique
/gitblit/gitblit,328,220
/gitblit/gitblit/issues/1384,306,257
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,247,44
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,198,31
/gitblit/gitblit/tree/master/src/main/java,128,54
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/models,93,18
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,91,22
/gitblit/gitblit/releases,79,60
/gitblit/gitblit/tree/master/src/main,73,37
/gitblit/gitblit/issues,73,35
