referrer,views_total,views_unique
Google,393,200
gitblit.github.io,304,83
github.com,204,54
DuckDuckGo,138,121
Bing,111,82
cn.bing.com,60,41
yandex.ru,34,26
Baidu,13,12
useof.org,10,1
stackoverflow.com,8,5
