url_path,views_total,views_unique
/gitblit/gitblit,321,206
/gitblit/gitblit/issues/1384,286,242
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,263,48
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,220,34
/gitblit/gitblit/tree/master/src/main/java,141,57
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,95,25
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/models,93,18
/gitblit/gitblit/tree/master/src/main,82,38
/gitblit/gitblit/releases,77,57
/gitblit/gitblit/tree/master/src,77,38
