url_path,views_total,views_unique
/gitblit/gitblit,420,248
/gitblit/gitblit/tree/master/src/main/java/com/gitblit,270,42
/gitblit/gitblit/issues/1384,259,237
/gitblit/gitblit/tree/master/src/main/java/com/gitblit/auth,209,25
/gitblit/gitblit/tree/master/src/main/java,165,56
/gitblit/gitblit/tree/master/src/main,115,39
/gitblit/gitblit/tree/master/src,114,43
/gitblit/gitblit/releases,89,61
/gitblit/gitblit/issues,82,35
/gitblit/gitblit/blob/master/src/main/java/com/gitblit/auth/AuthenticationProvider.java,75,18
