time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-23 00:00:00+00:00,3,3,86,38
2022-04-24 00:00:00+00:00,11,5,142,44
2022-04-25 00:00:00+00:00,1,1,234,108
2022-04-26 00:00:00+00:00,4,4,257,109
2022-04-27 00:00:00+00:00,4,4,202,107
2022-04-28 00:00:00+00:00,7,3,199,95
2022-04-29 00:00:00+00:00,3,3,181,102
2022-04-30 00:00:00+00:00,3,2,96,45
2022-05-01 00:00:00+00:00,1,1,103,47
2022-05-02 00:00:00+00:00,1,1,145,81
2022-05-03 00:00:00+00:00,1,1,155,83
2022-05-04 00:00:00+00:00,8,5,185,85
2022-05-05 00:00:00+00:00,4,3,185,89
2022-05-06 00:00:00+00:00,3,3,245,100
